"prompt","answer"
"List the first year second semester courses for Trafficandtransportationengineering","In the first year second semester of Trafficandtransportationengineering, you will study:

First Year - Second Semester - Compulsory Courses:
ENG102, English II, C, T:3, P:0, C:3, E:3
MTH102, Calculus II, C, T:4, P:0, C:4, E:6
PHY102, General Physics II, C, T:3, P:2, C:4, E:6
GEO102, Geology for Engineering, C, T:3, P:2, C:4, E:6
TD102, Technical Drawing, C, T:2, P:2, C:3, E:4
CAR101, Career Planning, C, T:1, P:0, C:1, E:1
YIT102, Turkish Language for International Students II, C, T:2, P:0, C:2, E:2
AIT104, Ataturk's Principles and the History of Turkish Revolution II, C, T:2, P:0, C:2, E:2

Total: T:20, P:4, C:23, ECTS:30"
"What career opportunities are available after graduating from Trafficandtransportationengineering?","Traffic and Transportation Engineering Program Summary:
Degree: Bachelor of Science in Traffic and Transportation Engineering
Duration: 4 years (8 semesters)
Total Credits: 158
Total ECTS: 240
Percentage of Electives: 8%

Program Focus Areas:
- Transportation Systems Planning and Design
- Traffic Engineering and Management
- Highway and Pavement Engineering
- Public Transportation Systems
- Transportation Infrastructure
- Geographic Information Systems (GIS)
- Project Management in Transportation

Core Competencies Developed:
- Transportation system analysis and design
- Traffic flow theory and control
- Highway and pavement design
- Public transportation planning
- GIS applications in transportation
- Project management and risk assessment
- Infrastructure planning and maintenance

Career Opportunities:
Traffic Engineer
Transportation Planner
Highway Design Engineer
Public Transportation Specialist
Transportation Modeler
GIS Specialist in Transportation
Transportation Project Manager
Infrastructure Engineer
Urban Mobility Planner
Transportation Consultant
Logistics and Supply Chain Manager

Industry Sectors:
Government Transportation Departments
Municipalities and City Planning
Transportation Consulting Firms
Construction and Infrastructure Companies
Public Transportation Authorities
Logistics and Supply Chain Companies
Research and Development Institutions
Academic and Teaching Positions"
"What jobs can I get with a Trafficandtransportationengineering degree?","Traffic and Transportation Engineering Program Summary:
Degree: Bachelor of Science in Traffic and Transportation Engineering
Duration: 4 years (8 semesters)
Total Credits: 158
Total ECTS: 240
Percentage of Electives: 8%

Program Focus Areas:
- Transportation Systems Planning and Design
- Traffic Engineering and Management
- Highway and Pavement Engineering
- Public Transportation Systems
- Transportation Infrastructure
- Geographic Information Systems (GIS)
- Project Management in Transportation

Core Competencies Developed:
- Transportation system analysis and design
- Traffic flow theory and control
- Highway and pavement design
- Public transportation planning
- GIS applications in transportation
- Project management and risk assessment
- Infrastructure planning and maintenance

Career Opportunities:
Traffic Engineer
Transportation Planner
Highway Design Engineer
Public Transportation Specialist
Transportation Modeler
GIS Specialist in Transportation
Transportation Project Manager
Infrastructure Engineer
Urban Mobility Planner
Transportation Consultant
Logistics and Supply Chain Manager

Industry Sectors:
Government Transportation Departments
Municipalities and City Planning
Transportation Consulting Firms
Construction and Infrastructure Companies
Public Transportation Authorities
Logistics and Supply Chain Companies
Research and Development Institutions
Academic and Teaching Positions"
"What can I do after graduating from Trafficandtransportationengineering?","Traffic and Transportation Engineering Program Summary:
Degree: Bachelor of Science in Traffic and Transportation Engineering
Duration: 4 years (8 semesters)
Total Credits: 158
Total ECTS: 240
Percentage of Electives: 8%

Program Focus Areas:
- Transportation Systems Planning and Design
- Traffic Engineering and Management
- Highway and Pavement Engineering
- Public Transportation Systems
- Transportation Infrastructure
- Geographic Information Systems (GIS)
- Project Management in Transportation

Core Competencies Developed:
- Transportation system analysis and design
- Traffic flow theory and control
- Highway and pavement design
- Public transportation planning
- GIS applications in transportation
- Project management and risk assessment
- Infrastructure planning and maintenance

Career Opportunities:
Traffic Engineer
Transportation Planner
Highway Design Engineer
Public Transportation Specialist
Transportation Modeler
GIS Specialist in Transportation
Transportation Project Manager
Infrastructure Engineer
Urban Mobility Planner
Transportation Consultant
Logistics and Supply Chain Manager

Industry Sectors:
Government Transportation Departments
Municipalities and City Planning
Transportation Consulting Firms
Construction and Infrastructure Companies
Public Transportation Authorities
Logistics and Supply Chain Companies
Research and Development Institutions
Academic and Teaching Positions"
"What elective courses are available in the Trafficandtransportationengineering program?","The Trafficandtransportationengineering program offers the following elective courses:

FACULTY OF CIVIL AND ENVIRONMENTAL ENGINEERING
DEPARTMENT OF TRAFFIC AND TRANSPORTATION ENGINEERING
Bachelor of Science in Traffic and Transportation Engineering

Program Duration: 4 years (8 semesters)
Degree: Bachelor of Science
Total ECTS for Graduation: 240
Total Credits: 158

Main website: https://insaatvecevre.neu.edu.tr/?lang=en
Curriculum link: https://insaatvecevre.neu.edu.tr/wp-content/uploads/sites/136/2023/11/24/TRAFFIC-AND-TRANSPORTATION-ENGINEERING-COURSES.pdf

Legend:
C = Compulsory Course
E = Elective Course
T = Theoretical Hours
P = Practical Hours
C = Credits
E = ECTS Credits"
"Tell me about elective courses for Trafficandtransportationengineering","The Trafficandtransportationengineering program offers the following elective courses:

FACULTY OF CIVIL AND ENVIRONMENTAL ENGINEERING
DEPARTMENT OF TRAFFIC AND TRANSPORTATION ENGINEERING
Bachelor of Science in Traffic and Transportation Engineering

Program Duration: 4 years (8 semesters)
Degree: Bachelor of Science
Total ECTS for Graduation: 240
Total Credits: 158

Main website: https://insaatvecevre.neu.edu.tr/?lang=en
Curriculum link: https://insaatvecevre.neu.edu.tr/wp-content/uploads/sites/136/2023/11/24/TRAFFIC-AND-TRANSPORTATION-ENGINEERING-COURSES.pdf

Legend:
C = Compulsory Course
E = Elective Course
T = Theoretical Hours
P = Practical Hours
C = Credits
E = ECTS Credits"
"How long is the Trafficandtransportationengineering program?","FACULTY OF CIVIL AND ENVIRONMENTAL ENGINEERING
DEPARTMENT OF TRAFFIC AND TRANSPORTATION ENGINEERING
Bachelor of Science in Traffic and Transportation Engineering

Program Duration: 4 years (8 semesters)
Degree: Bachelor of Science
Total ECTS for Graduation: 240
Total Credits: 158

Main website: https://insaatvecevre.neu.edu.tr/?lang=en
Curriculum link: https://insaatvecevre.neu.edu.tr/wp-content/uploads/sites/136/2023/11/24/TRAFFIC-AND-TRANSPORTATION-ENGINEERING-COURSES.pdf

Legend:
C = Compulsory Course
E = Elective Course
T = Theoretical Hours
P = Practical Hours
C = Credits
E = ECTS Credits"
"What is the duration of Trafficandtransportationengineering studies?","FACULTY OF CIVIL AND ENVIRONMENTAL ENGINEERING
DEPARTMENT OF TRAFFIC AND TRANSPORTATION ENGINEERING
Bachelor of Science in Traffic and Transportation Engineering

Program Duration: 4 years (8 semesters)
Degree: Bachelor of Science
Total ECTS for Graduation: 240
Total Credits: 158

Main website: https://insaatvecevre.neu.edu.tr/?lang=en
Curriculum link: https://insaatvecevre.neu.edu.tr/wp-content/uploads/sites/136/2023/11/24/TRAFFIC-AND-TRANSPORTATION-ENGINEERING-COURSES.pdf

Legend:
C = Compulsory Course
E = Elective Course
T = Theoretical Hours
P = Practical Hours
C = Credits
E = ECTS Credits"
"What are the focus areas of Trafficandtransportationengineering?","Traffic and Transportation Engineering Program Summary:
Degree: Bachelor of Science in Traffic and Transportation Engineering
Duration: 4 years (8 semesters)
Total Credits: 158
Total ECTS: 240
Percentage of Electives: 8%

Program Focus Areas:
- Transportation Systems Planning and Design
- Traffic Engineering and Management
- Highway and Pavement Engineering
- Public Transportation Systems
- Transportation Infrastructure
- Geographic Information Systems (GIS)
- Project Management in Transportation

Core Competencies Developed:
- Transportation system analysis and design
- Traffic flow theory and control
- Highway and pavement design
- Public transportation planning
- GIS applications in transportation
- Project management and risk assessment
- Infrastructure planning and maintenance

Career Opportunities:
Traffic Engineer
Transportation Planner
Highway Design Engineer
Public Transportation Specialist
Transportation Modeler
GIS Specialist in Transportation
Transportation Project Manager
Infrastructure Engineer
Urban Mobility Planner
Transportation Consultant
Logistics and Supply Chain Manager

Industry Sectors:
Government Transportation Departments
Municipalities and City Planning
Transportation Consulting Firms
Construction and Infrastructure Companies
Public Transportation Authorities
Logistics and Supply Chain Companies
Research and Development Institutions
Academic and Teaching Positions"
"What specializations does Trafficandtransportationengineering offer?","Traffic and Transportation Engineering Program Summary:
Degree: Bachelor of Science in Traffic and Transportation Engineering
Duration: 4 years (8 semesters)
Total Credits: 158
Total ECTS: 240
Percentage of Electives: 8%

Program Focus Areas:
- Transportation Systems Planning and Design
- Traffic Engineering and Management
- Highway and Pavement Engineering
- Public Transportation Systems
- Transportation Infrastructure
- Geographic Information Systems (GIS)
- Project Management in Transportation

Core Competencies Developed:
- Transportation system analysis and design
- Traffic flow theory and control
- Highway and pavement design
- Public transportation planning
- GIS applications in transportation
- Project management and risk assessment
- Infrastructure planning and maintenance

Career Opportunities:
Traffic Engineer
Transportation Planner
Highway Design Engineer
Public Transportation Specialist
Transportation Modeler
GIS Specialist in Transportation
Transportation Project Manager
Infrastructure Engineer
Urban Mobility Planner
Transportation Consultant
Logistics and Supply Chain Manager

Industry Sectors:
Government Transportation Departments
Municipalities and City Planning
Transportation Consulting Firms
Construction and Infrastructure Companies
Public Transportation Authorities
Logistics and Supply Chain Companies
Research and Development Institutions
Academic and Teaching Positions"
"Tell me about the Architecture English program at Near East University.","FACULTY OF ARCHITECTURE
DEPARTMENT OF ARCHITECTURE (ENGLISH)
Bachelor of Architecture

Program Duration: 4 years (8 semesters)
Language of Instruction: English
Total ECTS for Graduation: 240

Main website: https://aif.neu.edu.tr/
Curriculum link: https://mimarlik.neu.edu.tr/academic/academic-programmes/department-of-architecture-english/curriculum-after-2021/?lang=en

Legend:
Theory = Theoretical Hours
Application/Laboratory = Practical/Lab Hours
Local Credits = Credit Hours
ECTS = European Credit Transfer System"
"What is the Architecture English program?","FACULTY OF ARCHITECTURE
DEPARTMENT OF ARCHITECTURE (ENGLISH)
Bachelor of Architecture

Program Duration: 4 years (8 semesters)
Language of Instruction: English
Total ECTS for Graduation: 240

Main website: https://aif.neu.edu.tr/
Curriculum link: https://mimarlik.neu.edu.tr/academic/academic-programmes/department-of-architecture-english/curriculum-after-2021/?lang=en

Legend:
Theory = Theoretical Hours
Application/Laboratory = Practical/Lab Hours
Local Credits = Credit Hours
ECTS = European Credit Transfer System"
"What career opportunities are available after graduating from Architecture English?","Architecture Program Summary (English):
Degree: Bachelor of Architecture
Duration: 4 years (8 semesters)
Language of Instruction: English
Total ECTS: 240

Program Focus Areas:
- Architectural Design and Studio Work
- Building Construction and Materials
- History and Theory of Architecture
- Environmental Control Systems
- Urban Design and Planning
- Digital Design and Visualization
- Structural Systems and Mechanics
- Professional Practice and Ethics
- Restoration and Conservation

Career Opportunities:
Architect
Urban Designer
Interior Architect
Construction Project Manager
Building Information Modeling (BIM) Specialist
Heritage Conservation Specialist
Sustainable Design Consultant
Architectural Visualizer
Academic and Research Positions
Government Planning Departments
Real Estate Development

Professional Recognition:
Graduates are qualified to work in architectural firms, construction companies, urban planning departments, heritage conservation organizations, and various design-related industries worldwide. The program prepares students for professional licensure and advanced studies in architecture."
"What jobs can I get with a Architecture English degree?","Architecture Program Summary (English):
Degree: Bachelor of Architecture
Duration: 4 years (8 semesters)
Language of Instruction: English
Total ECTS: 240

Program Focus Areas:
- Architectural Design and Studio Work
- Building Construction and Materials
- History and Theory of Architecture
- Environmental Control Systems
- Urban Design and Planning
- Digital Design and Visualization
- Structural Systems and Mechanics
- Professional Practice and Ethics
- Restoration and Conservation

Career Opportunities:
Architect
Urban Designer
Interior Architect
Construction Project Manager
Building Information Modeling (BIM) Specialist
Heritage Conservation Specialist
Sustainable Design Consultant
Architectural Visualizer
Academic and Research Positions
Government Planning Departments
Real Estate Development

Professional Recognition:
Graduates are qualified to work in architectural firms, construction companies, urban planning departments, heritage conservation organizations, and various design-related industries worldwide. The program prepares students for professional licensure and advanced studies in architecture."
"What can I do after graduating from Architecture English?","Architecture Program Summary (English):
Degree: Bachelor of Architecture
Duration: 4 years (8 semesters)
Language of Instruction: English
Total ECTS: 240

Program Focus Areas:
- Architectural Design and Studio Work
- Building Construction and Materials
- History and Theory of Architecture
- Environmental Control Systems
- Urban Design and Planning
- Digital Design and Visualization
- Structural Systems and Mechanics
- Professional Practice and Ethics
- Restoration and Conservation

Career Opportunities:
Architect
Urban Designer
Interior Architect
Construction Project Manager
Building Information Modeling (BIM) Specialist
Heritage Conservation Specialist
Sustainable Design Consultant
Architectural Visualizer
Academic and Research Positions
Government Planning Departments
Real Estate Development

Professional Recognition:
Graduates are qualified to work in architectural firms, construction companies, urban planning departments, heritage conservation organizations, and various design-related industries worldwide. The program prepares students for professional licensure and advanced studies in architecture."
