prompt,messages,category
What courses will I take in fourth year second semester of Marketing?,"[{""content"": ""What courses will I take in fourth year second semester of Marketing?"", ""role"": ""user""}, {""content"": ""In the fourth year second semester of Marketing, you will study:\n\nFourth Year - Second Semester - Compulsory Courses:\nEAS401, International Business, C, Credit:3, ECTS:6, Hours:3\nMAN407, Strategic Management, C, Credit:3, ECTS:6, Hours:3\nArea Elective, Marketing Elective, E, Credit:3, ECTS:6, Hours:3\nArea Elective, Marketing Elective, E, Credit:3, ECTS:6, Hours:3\nArea Elective, Marketing Elective, E, Credit:3, ECTS:6, Hours:3\n\nTotal: Credit:15, ECTS:30, Hours:15"", ""role"": ""assistant""}]",Course Information
List the fourth year second semester courses for Marketing,"[{""content"": ""List the fourth year second semester courses for Marketing"", ""role"": ""user""}, {""content"": ""In the fourth year second semester of Marketing, you will study:\n\nFourth Year - Second Semester - Compulsory Courses:\nEAS401, International Business, C, Credit:3, ECTS:6, Hours:3\nMAN407, Strategic Management, C, Credit:3, ECTS:6, Hours:3\nArea Elective, Marketing Elective, E, Credit:3, ECTS:6, Hours:3\nArea Elective, Marketing Elective, E, Credit:3, ECTS:6, Hours:3\nArea Elective, Marketing Elective, E, Credit:3, ECTS:6, Hours:3\n\nTotal: Credit:15, ECTS:30, Hours:15"", ""role"": ""assistant""}]",Curriculum
What career opportunities are available after graduating from Marketing?,"[{""content"": ""What career opportunities are available after graduating from Marketing?"", ""role"": ""user""}, {""content"": ""Marketing Program Summary:\nDegree: Bachelor of Science in Marketing\nDuration: 4 years (8 semesters)\nTotal ECTS: 240\nLanguage of Instruction: English\n\nProgram Focus Areas:\n- Marketing Strategy and Planning\n- Consumer Behavior and Market Research\n- Digital and Social Media Marketing\n- Brand Management and Development\n- Advertising and Promotion\n- International Marketing\n- Marketing Analytics and Metrics\n\nCore Competencies Developed:\n- Market analysis and segmentation\n- Marketing strategy development\n- Consumer behavior understanding\n- Marketing research and data analysis\n- Digital marketing techniques\n- Brand management skills\n- Advertising and promotion planning\n- International marketing knowledge\n\nCareer Opportunities:\nMarketing Manager\nBrand Manager\nDigital Marketing Specialist\nMarket Research Analyst\nAdvertising Manager\nSocial Media Manager\nProduct Manager\nSales Manager\nMarketing Consultant\nPublic Relations Specialist\nContent Marketing Manager\nE-commerce Manager\nCustomer Relationship Manager\nMedia Planner\n\nProfessional Settings:\nAdvertising Agencies\nMarketing Departments in Corporations\nMarket Research Firms\nDigital Marketing Agencies\nPublic Relations Firms\nRetail and E-commerce Companies\nMedia and Entertainment Industry\nConsumer Goods Companies\nTechnology and Software Companies\nHealthcare and Pharmaceutical Industry\nHospitality and Tourism Sector\nNon-Profit Organizations"", ""role"": ""assistant""}]",Career Information
What jobs can I get with a Marketing degree?,"[{""content"": ""What jobs can I get with a Marketing degree?"", ""role"": ""user""}, {""content"": ""Marketing Program Summary:\nDegree: Bachelor of Science in Marketing\nDuration: 4 years (8 semesters)\nTotal ECTS: 240\nLanguage of Instruction: English\n\nProgram Focus Areas:\n- Marketing Strategy and Planning\n- Consumer Behavior and Market Research\n- Digital and Social Media Marketing\n- Brand Management and Development\n- Advertising and Promotion\n- International Marketing\n- Marketing Analytics and Metrics\n\nCore Competencies Developed:\n- Market analysis and segmentation\n- Marketing strategy development\n- Consumer behavior understanding\n- Marketing research and data analysis\n- Digital marketing techniques\n- Brand management skills\n- Advertising and promotion planning\n- International marketing knowledge\n\nCareer Opportunities:\nMarketing Manager\nBrand Manager\nDigital Marketing Specialist\nMarket Research Analyst\nAdvertising Manager\nSocial Media Manager\nProduct Manager\nSales Manager\nMarketing Consultant\nPublic Relations Specialist\nContent Marketing Manager\nE-commerce Manager\nCustomer Relationship Manager\nMedia Planner\n\nProfessional Settings:\nAdvertising Agencies\nMarketing Departments in Corporations\nMarket Research Firms\nDigital Marketing Agencies\nPublic Relations Firms\nRetail and E-commerce Companies\nMedia and Entertainment Industry\nConsumer Goods Companies\nTechnology and Software Companies\nHealthcare and Pharmaceutical Industry\nHospitality and Tourism Sector\nNon-Profit Organizations"", ""role"": ""assistant""}]",Career Information
What can I do after graduating from Marketing?,"[{""content"": ""What can I do after graduating from Marketing?"", ""role"": ""user""}, {""content"": ""Marketing Program Summary:\nDegree: Bachelor of Science in Marketing\nDuration: 4 years (8 semesters)\nTotal ECTS: 240\nLanguage of Instruction: English\n\nProgram Focus Areas:\n- Marketing Strategy and Planning\n- Consumer Behavior and Market Research\n- Digital and Social Media Marketing\n- Brand Management and Development\n- Advertising and Promotion\n- International Marketing\n- Marketing Analytics and Metrics\n\nCore Competencies Developed:\n- Market analysis and segmentation\n- Marketing strategy development\n- Consumer behavior understanding\n- Marketing research and data analysis\n- Digital marketing techniques\n- Brand management skills\n- Advertising and promotion planning\n- International marketing knowledge\n\nCareer Opportunities:\nMarketing Manager\nBrand Manager\nDigital Marketing Specialist\nMarket Research Analyst\nAdvertising Manager\nSocial Media Manager\nProduct Manager\nSales Manager\nMarketing Consultant\nPublic Relations Specialist\nContent Marketing Manager\nE-commerce Manager\nCustomer Relationship Manager\nMedia Planner\n\nProfessional Settings:\nAdvertising Agencies\nMarketing Departments in Corporations\nMarket Research Firms\nDigital Marketing Agencies\nPublic Relations Firms\nRetail and E-commerce Companies\nMedia and Entertainment Industry\nConsumer Goods Companies\nTechnology and Software Companies\nHealthcare and Pharmaceutical Industry\nHospitality and Tourism Sector\nNon-Profit Organizations"", ""role"": ""assistant""}]",Career Information
What elective courses are available in the Marketing program?,"[{""content"": ""What elective courses are available in the Marketing program?"", ""role"": ""user""}, {""content"": ""The Marketing program offers the following elective courses:\n\nFACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES\nDEPARTMENT OF MARKETING\nBachelor of Science in Marketing\n\nProgram Duration: 4 years (8 semesters)\nDegree: Bachelor of Science in Marketing\nTotal ECTS for Graduation: 240\n\nMain website: https://iktisat.neu.edu.tr/?lang=en\nCurriculum link: https://iktisat.neu.edu.tr/academic/academic-programmes/department-of-marketing/courses/?lang=en\n\nLegend:\nC = Compulsory Course\nE = Elective Course\nT = Theoretical Hours\nECTS = European Credit Transfer System"", ""role"": ""assistant""}]",Course Information
Tell me about elective courses for Marketing,"[{""content"": ""Tell me about elective courses for Marketing"", ""role"": ""user""}, {""content"": ""The Marketing program offers the following elective courses:\n\nFACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES\nDEPARTMENT OF MARKETING\nBachelor of Science in Marketing\n\nProgram Duration: 4 years (8 semesters)\nDegree: Bachelor of Science in Marketing\nTotal ECTS for Graduation: 240\n\nMain website: https://iktisat.neu.edu.tr/?lang=en\nCurriculum link: https://iktisat.neu.edu.tr/academic/academic-programmes/department-of-marketing/courses/?lang=en\n\nLegend:\nC = Compulsory Course\nE = Elective Course\nT = Theoretical Hours\nECTS = European Credit Transfer System"", ""role"": ""assistant""}]",Course Information
Can you describe some key courses in Marketing?,"[{""content"": ""Can you describe some key courses in Marketing?"", ""role"": ""user""}, {""content"": ""Here are descriptions of key courses in Marketing:\n\nCore Course Descriptions - Marketing Focus:\n\nEAS305 - Principles of Marketing:\nFundamental marketing concepts, market analysis, consumer behavior, marketing mix, and marketing environment.\n\nEAS304 - Marketing Management:\nStrategic marketing planning, implementation, control of marketing programs, and marketing decision-making.\n\nEAS403 - Marketing Research:\nResearch design, data collection methods, statistical analysis, and application of research findings to marketing decisions.\n\nEAS307 - Research Methods:\nResearch methodology, survey design, experimental research, and data analysis techniques for business research.\n\nMAN407 - Strategic Management:\nStrategic analysis, competitive advantage, corporate strategy, and strategic planning in business context.\n\nEAS401 - International Business:\nGlobal business environment, international trade, foreign market entry strategies, and cross-cultural management.\n\nEAS310 - Organizational Behaviour:\nIndividual and group behavior in organizations, motivation, leadership, and organizational culture.\n\nEAS405 - Production Management:\nOperations management, production planning, quality control, and supply chain management.\n\nEAS402 - Human Resource Management:\nHR functions including recruitment, training, performance management, and organizational development.\n\nEAS301/302 - Business Finance & Financial Management:\nFinancial principles, capital budgeting, financial analysis, and corporate financial decision-making."", ""role"": ""assistant""}]",Course Details
What are the main courses in Marketing?,"[{""content"": ""What are the main courses in Marketing?"", ""role"": ""user""}, {""content"": ""Here are descriptions of key courses in Marketing:\n\nCore Course Descriptions - Marketing Focus:\n\nEAS305 - Principles of Marketing:\nFundamental marketing concepts, market analysis, consumer behavior, marketing mix, and marketing environment.\n\nEAS304 - Marketing Management:\nStrategic marketing planning, implementation, control of marketing programs, and marketing decision-making.\n\nEAS403 - Marketing Research:\nResearch design, data collection methods, statistical analysis, and application of research findings to marketing decisions.\n\nEAS307 - Research Methods:\nResearch methodology, survey design, experimental research, and data analysis techniques for business research.\n\nMAN407 - Strategic Management:\nStrategic analysis, competitive advantage, corporate strategy, and strategic planning in business context.\n\nEAS401 - International Business:\nGlobal business environment, international trade, foreign market entry strategies, and cross-cultural management.\n\nEAS310 - Organizational Behaviour:\nIndividual and group behavior in organizations, motivation, leadership, and organizational culture.\n\nEAS405 - Production Management:\nOperations management, production planning, quality control, and supply chain management.\n\nEAS402 - Human Resource Management:\nHR functions including recruitment, training, performance management, and organizational development.\n\nEAS301/302 - Business Finance & Financial Management:\nFinancial principles, capital budgeting, financial analysis, and corporate financial decision-making."", ""role"": ""assistant""}]",Course Details
How long is the Marketing program?,"[{""content"": ""How long is the Marketing program?"", ""role"": ""user""}, {""content"": ""FACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES\nDEPARTMENT OF MARKETING\nBachelor of Science in Marketing\n\nProgram Duration: 4 years (8 semesters)\nDegree: Bachelor of Science in Marketing\nTotal ECTS for Graduation: 240\n\nMain website: https://iktisat.neu.edu.tr/?lang=en\nCurriculum link: https://iktisat.neu.edu.tr/academic/academic-programmes/department-of-marketing/courses/?lang=en\n\nLegend:\nC = Compulsory Course\nE = Elective Course\nT = Theoretical Hours\nECTS = European Credit Transfer System"", ""role"": ""assistant""}]",Program Information
What is the duration of Marketing studies?,"[{""content"": ""What is the duration of Marketing studies?"", ""role"": ""user""}, {""content"": ""FACULTY OF ECONOMICS AND ADMINISTRATIVE SCIENCES\nDEPARTMENT OF MARKETING\nBachelor of Science in Marketing\n\nProgram Duration: 4 years (8 semesters)\nDegree: Bachelor of Science in Marketing\nTotal ECTS for Graduation: 240\n\nMain website: https://iktisat.neu.edu.tr/?lang=en\nCurriculum link: https://iktisat.neu.edu.tr/academic/academic-programmes/department-of-marketing/courses/?lang=en\n\nLegend:\nC = Compulsory Course\nE = Elective Course\nT = Theoretical Hours\nECTS = European Credit Transfer System"", ""role"": ""assistant""}]",Program Information
What are the focus areas of Marketing?,"[{""content"": ""What are the focus areas of Marketing?"", ""role"": ""user""}, {""content"": ""Core Course Descriptions - Marketing Focus:\n\nEAS305 - Principles of Marketing:\nFundamental marketing concepts, market analysis, consumer behavior, marketing mix, and marketing environment.\n\nEAS304 - Marketing Management:\nStrategic marketing planning, implementation, control of marketing programs, and marketing decision-making.\n\nEAS403 - Marketing Research:\nResearch design, data collection methods, statistical analysis, and application of research findings to marketing decisions.\n\nEAS307 - Research Methods:\nResearch methodology, survey design, experimental research, and data analysis techniques for business research.\n\nMAN407 - Strategic Management:\nStrategic analysis, competitive advantage, corporate strategy, and strategic planning in business context.\n\nEAS401 - International Business:\nGlobal business environment, international trade, foreign market entry strategies, and cross-cultural management.\n\nEAS310 - Organizational Behaviour:\nIndividual and group behavior in organizations, motivation, leadership, and organizational culture.\n\nEAS405 - Production Management:\nOperations management, production planning, quality control, and supply chain management.\n\nEAS402 - Human Resource Management:\nHR functions including recruitment, training, performance management, and organizational development.\n\nEAS301/302 - Business Finance & Financial Management:\nFinancial principles, capital budgeting, financial analysis, and corporate financial decision-making."", ""role"": ""assistant""}]",Program Information
What specializations does Marketing offer?,"[{""content"": ""What specializations does Marketing offer?"", ""role"": ""user""}, {""content"": ""Core Course Descriptions - Marketing Focus:\n\nEAS305 - Principles of Marketing:\nFundamental marketing concepts, market analysis, consumer behavior, marketing mix, and marketing environment.\n\nEAS304 - Marketing Management:\nStrategic marketing planning, implementation, control of marketing programs, and marketing decision-making.\n\nEAS403 - Marketing Research:\nResearch design, data collection methods, statistical analysis, and application of research findings to marketing decisions.\n\nEAS307 - Research Methods:\nResearch methodology, survey design, experimental research, and data analysis techniques for business research.\n\nMAN407 - Strategic Management:\nStrategic analysis, competitive advantage, corporate strategy, and strategic planning in business context.\n\nEAS401 - International Business:\nGlobal business environment, international trade, foreign market entry strategies, and cross-cultural management.\n\nEAS310 - Organizational Behaviour:\nIndividual and group behavior in organizations, motivation, leadership, and organizational culture.\n\nEAS405 - Production Management:\nOperations management, production planning, quality control, and supply chain management.\n\nEAS402 - Human Resource Management:\nHR functions including recruitment, training, performance management, and organizational development.\n\nEAS301/302 - Business Finance & Financial Management:\nFinancial principles, capital budgeting, financial analysis, and corporate financial decision-making."", ""role"": ""assistant""}]",Program Information
